Gene ID	P value	avg_log(Foldchange)	pct.1 (enriched cluster)	pct.2 (other clusters)	adjusted P value	cluster
LOC-Os01g15290	7.97E-102	0.26315157	0.582	0.427	3.13E-97	cortex
LOC-Os07g24190	1.05E-101	0.27836099	0.782	0.662	4.11E-97	cortex
LOC-Os01g70710	2.61E-100	0.367311145	0.258	0.11	1.03E-95	cortex
LOC-Os03g59320	1.15E-99	0.285886436	0.208	0.074	4.51E-95	cortex
LOC-Os03g56540	5.85E-99	0.479635202	0.847	0.789	2.30E-94	cortex
LOC-Os08g04800	6.52E-99	0.377451206	0.611	0.449	2.56E-94	cortex
LOC-Os11g44300	6.62E-99	0.255229243	0.336	0.176	2.60E-94	cortex
LOC-Os06g13190	6.86E-99	0.35410818	0.916	0.871	2.69E-94	cortex
LOC-Os07g07040	1.54E-98	0.272826431	0.963	0.927	6.05E-94	cortex
LOC-Os12g04204	1.70E-98	0.430150283	0.934	0.886	6.66E-94	cortex
LOC-Os06g05510	4.59E-98	0.433071498	0.646	0.504	1.80E-93	cortex
LOC-Os03g56250	1.14E-97	0.282131304	0.551	0.39	4.49E-93	cortex
LOC-Os06g46340	2.93E-97	0.279196657	0.441	0.279	1.15E-92	cortex
LOC-Os04g38790	2.93E-97	0.297382157	0.277	0.126	1.15E-92	cortex
LOC-Os08g02060	5.15E-97	0.307383298	0.653	0.547	2.02E-92	cortex
LOC-Os03g45250	1.97E-96	0.332255207	0.703	0.571	7.74E-92	cortex
LOC-Os02g11020	1.97E-95	0.374394076	0.623	0.477	7.72E-91	cortex
LOC-Os01g21590	1.75E-94	0.31677515	0.553	0.402	6.85E-90	cortex
LOC-Os03g58020	2.70E-94	0.255204677	0.307	0.158	1.06E-89	cortex
LOC-Os04g17660	4.86E-94	0.349359546	0.718	0.594	1.91E-89	cortex
LOC-Os04g56040	1.54E-93	0.541400989	0.441	0.286	6.05E-89	cortex
LOC-Os05g10620	3.49E-93	0.312625216	0.3	0.149	1.37E-88	cortex
LOC-Os06g39880	1.37E-92	0.272346528	0.275	0.132	5.36E-88	cortex
LOC-Os11g47820	1.43E-92	0.271979602	0.643	0.5	5.61E-88	cortex
LOC-Os07g48730	3.81E-92	0.305292066	0.549	0.375	1.49E-87	cortex
LOC-Os10g34930	8.44E-92	0.583868156	0.449	0.297	3.31E-87	cortex
LOC-Os09g24970	9.49E-92	0.273376272	0.713	0.583	3.72E-87	cortex
LOC-Os02g34410	3.78E-91	0.36269859	0.781	0.711	1.48E-86	cortex
LOC-Os02g41904	3.15E-90	0.475682746	0.118	0.023	1.23E-85	cortex
LOC-Os08g43550	3.32E-90	0.412561207	0.865	0.82	1.30E-85	cortex
LOC-Os01g16152	4.26E-90	0.25501472	0.473	0.323	1.67E-85	cortex
LOC-Os01g63690	9.50E-90	0.293926159	0.841	0.751	3.72E-85	cortex
LOC-Os03g60210	1.97E-89	0.389370224	0.774	0.656	7.73E-85	cortex
LOC-Os03g59180	3.24E-89	0.269229689	0.251	0.115	1.27E-84	cortex
LOC-Os05g34830	5.50E-89	0.350504925	0.545	0.386	2.16E-84	cortex
LOC-Os09g36600	9.79E-89	0.353967234	0.701	0.588	3.84E-84	cortex
LOC-Os05g38880	1.00E-88	0.36713473	0.167	0.053	3.92E-84	cortex
LOC-Os07g42740	1.20E-88	0.322310148	0.73	0.605	4.72E-84	cortex
LOC-Os02g11870	1.35E-88	0.358395928	0.749	0.643	5.31E-84	cortex
LOC-Os06g25010	1.77E-88	0.329382124	0.57	0.415	6.95E-84	cortex
LOC-Os01g03060	2.22E-88	0.268706349	0.775	0.678	8.71E-84	cortex
LOC-Os03g21370	2.43E-88	0.315217443	0.477	0.315	9.52E-84	cortex
LOC-Os06g23440	2.60E-88	0.260935422	0.912	0.88	1.02E-83	cortex
LOC-Os07g34690	4.94E-88	0.369591122	0.395	0.234	1.94E-83	cortex
LOC-Os06g48320	7.08E-88	0.265555066	0.454	0.3	2.78E-83	cortex
LOC-Os10g40430	8.18E-88	1.165140826	0.509	0.39	3.21E-83	cortex
LOC-Os01g70110	2.26E-87	0.44877064	0.718	0.62	8.86E-83	cortex
LOC-Os03g04370	3.71E-87	0.355832475	0.826	0.755	1.45E-82	cortex
LOC-Os02g36940	5.39E-87	0.258061201	0.825	0.696	2.11E-82	cortex
LOC-Os05g04360	1.80E-86	0.270522879	0.677	0.558	7.04E-82	cortex
LOC-Os02g51350	5.94E-86	0.279657485	0.867	0.791	2.33E-81	cortex
LOC-Os03g46060	1.04E-84	1.031519742	0.587	0.483	4.07E-80	cortex
LOC-Os12g35590	1.93E-84	0.250174202	0.904	0.831	7.55E-80	cortex
LOC-Os10g31850	4.64E-84	0.282181243	0.836	0.751	1.82E-79	cortex
LOC-Os04g41560	4.66E-84	0.255995858	0.411	0.261	1.83E-79	cortex
LOC-Os11g35310	9.04E-84	0.378069017	0.606	0.474	3.55E-79	cortex
LOC-Os08g05910	6.02E-83	0.312716319	0.399	0.255	2.36E-78	cortex
LOC-Os05g48040	2.55E-82	0.265354078	0.56	0.407	1.00E-77	cortex
LOC-Os04g32650	1.20E-81	0.273148897	0.526	0.392	4.71E-77	cortex
LOC-Os06g05470	4.04E-81	0.342333943	0.768	0.681	1.58E-76	cortex
LOC-Os02g44630	4.35E-80	0.395881824	0.949	0.882	1.70E-75	cortex
LOC-Os01g57854	5.64E-80	0.395144414	0.423	0.293	2.21E-75	cortex
LOC-Os07g44440	9.27E-80	0.320767982	0.639	0.493	3.64E-75	cortex
LOC-Os03g52340	9.28E-80	0.253646722	0.76	0.647	3.64E-75	cortex
LOC-Os02g15880	1.05E-79	0.285479309	0.614	0.501	4.11E-75	cortex
LOC-Os05g49890	1.12E-79	0.346909477	0.938	0.939	4.40E-75	cortex
LOC-Os05g47446	1.62E-79	0.329319578	0.711	0.629	6.34E-75	cortex
LOC-Os07g09010	2.47E-79	0.281284245	0.246	0.12	9.71E-75	cortex
LOC-Os01g58850	1.03E-78	0.286751605	0.356	0.202	4.03E-74	cortex
LOC-Os09g02710	1.15E-78	0.315485628	0.364	0.219	4.50E-74	cortex
LOC-Os06g38970	1.21E-78	0.259804828	0.33	0.193	4.75E-74	cortex
LOC-Os06g47200	1.94E-78	0.30818335	0.339	0.196	7.62E-74	cortex
LOC-Os01g42190	1.96E-78	0.325891974	0.391	0.242	7.69E-74	cortex
LOC-Os02g27220	2.87E-78	0.272072587	0.545	0.428	1.12E-73	cortex
LOC-Os11g05860	4.96E-78	0.406915446	0.679	0.567	1.94E-73	cortex
LOC-Os02g45760	2.22E-77	0.270891189	0.314	0.179	8.70E-73	cortex
LOC-Os01g72009	1.63E-76	1.101590068	0.592	0.487	6.38E-72	cortex
LOC-Os08g10480	2.38E-76	0.278655157	1	1	9.34E-72	cortex
LOC-Os03g51479	9.24E-76	0.430554802	0.445	0.301	3.62E-71	cortex
LOC-Os03g19000	1.16E-75	0.263340598	0.336	0.199	4.55E-71	cortex
LOC-Os07g47670	1.16E-75	0.273624506	0.973	0.936	4.57E-71	cortex
LOC-Os01g20780	1.57E-75	0.593027761	0.277	0.15	6.17E-71	cortex
LOC-Os05g45440	4.11E-75	0.405146925	0.393	0.249	1.61E-70	cortex
LOC-Os04g57340	8.21E-75	0.271913144	0.919	0.867	3.22E-70	cortex
LOC-Os05g24780	1.02E-74	0.283423647	0.652	0.519	4.02E-70	cortex
LOC-Os07g36410	2.36E-74	0.278430119	0.577	0.462	9.26E-70	cortex
LOC-Os07g39320	4.86E-74	0.362221865	0.168	0.062	1.90E-69	cortex
LOC-Os08g19670	3.25E-73	0.430947404	0.73	0.644	1.28E-68	cortex
LOC-Os04g02050	3.50E-73	0.273538082	0.896	0.84	1.37E-68	cortex
LOC-Os01g15470	4.37E-73	0.275910824	0.381	0.245	1.72E-68	cortex
LOC-Os09g23570	6.50E-73	0.370648076	0.438	0.297	2.55E-68	cortex
LOC-Os01g11910	1.09E-72	0.314557284	0.335	0.196	4.27E-68	cortex
LOC-Os01g26664	1.11E-72	0.383608827	0.649	0.551	4.35E-68	cortex
LOC-Os09g19970	3.51E-72	0.302608322	0.908	0.875	1.38E-67	cortex
LOC-Os06g47590	4.75E-72	0.251926043	0.684	0.593	1.86E-67	cortex
LOC-Os10g39100	2.87E-71	0.473119272	0.479	0.355	1.13E-66	cortex
LOC-Os01g09870	4.96E-71	0.313169759	0.478	0.34	1.95E-66	cortex
LOC-Os11g35020	1.89E-70	0.271167017	0.754	0.666	7.41E-66	cortex
LOC-Os07g33660	2.27E-70	0.274582578	0.567	0.415	8.91E-66	cortex
LOC-Os10g39780	5.23E-70	0.286930998	0.745	0.678	2.05E-65	cortex
LOC-Os05g41900	6.18E-70	0.286453248	0.731	0.659	2.42E-65	cortex
LOC-Os03g10950	1.43E-69	0.307085079	0.643	0.529	5.62E-65	cortex
LOC-Os03g14950	3.99E-69	0.262117673	0.504	0.379	1.56E-64	cortex
LOC-Os05g02760	1.40E-68	0.510819124	0.531	0.416	5.48E-64	cortex
LOC-Os05g08830	8.70E-68	0.415914125	0.704	0.617	3.41E-63	cortex
LOC-Os11g35330	3.76E-67	0.2667021	0.601	0.485	1.48E-62	cortex
LOC-Os02g14770	5.42E-67	0.254054815	0.601	0.502	2.13E-62	cortex
LOC-Os06g49770	5.43E-67	0.505694151	0.387	0.281	2.13E-62	cortex
LOC-Os03g02390	6.41E-67	0.263758564	0.751	0.679	2.51E-62	cortex
LOC-Os01g62850	6.82E-67	0.257355628	0.663	0.531	2.68E-62	cortex
LOC-Os04g54200	9.21E-67	0.253291901	0.6	0.469	3.61E-62	cortex
LOC-Os01g58220	1.44E-66	0.277759964	0.829	0.775	5.63E-62	cortex
LOC-Os05g12640	5.38E-66	0.747620107	0.127	0.041	2.11E-61	cortex
LOC-Os02g47370	7.98E-65	0.377907236	0.199	0.09	3.13E-60	cortex
LOC-Os01g58140	1.88E-64	0.356049642	0.662	0.577	7.36E-60	cortex
LOC-Os04g39010	5.75E-64	0.415716844	0.247	0.13	2.25E-59	cortex
LOC-Os04g58860	1.11E-63	0.397932983	0.779	0.691	4.36E-59	cortex
LOC-Os01g72530	1.68E-63	0.315218133	0.803	0.743	6.59E-59	cortex
LOC-Os11g05530	2.23E-63	0.317782409	0.714	0.639	8.73E-59	cortex
LOC-Os03g59360	5.62E-63	0.271437891	0.824	0.743	2.20E-58	cortex
LOC-Os09g21740	2.34E-62	0.259990116	0.347	0.224	9.17E-58	cortex
LOC-Os08g44390	1.83E-61	0.267293256	0.848	0.791	7.19E-57	cortex
LOC-Os05g06500	2.41E-61	0.251541044	0.759	0.688	9.47E-57	cortex
LOC-Os06g04950	3.88E-61	0.424679327	0.315	0.193	1.52E-56	cortex
LOC-Os12g36830	1.16E-60	0.609753587	0.513	0.398	4.56E-56	cortex
LOC-Os06g05020	3.28E-60	0.411933957	0.896	0.876	1.29E-55	cortex
LOC-Os01g59950	1.11E-59	0.258287946	0.332	0.21	4.36E-55	cortex
LOC-Os03g08930	2.26E-59	0.372875715	0.471	0.358	8.85E-55	cortex
LOC-Os06g46740	3.65E-59	0.407979044	0.152	0.062	1.43E-54	cortex
LOC-Os01g72130	1.02E-57	0.273230462	0.215	0.108	4.02E-53	cortex
LOC-Os03g24380	1.36E-57	0.315809113	0.519	0.424	5.35E-53	cortex
LOC-Os03g52020	1.63E-57	0.521269239	0.423	0.31	6.40E-53	cortex
LOC-Os12g03110	2.06E-57	0.255133906	0.274	0.156	8.06E-53	cortex
LOC-Os01g36950	2.20E-57	0.259632888	0.963	0.96	8.62E-53	cortex
LOC-Os01g06740	4.73E-57	0.268473288	0.206	0.103	1.86E-52	cortex
LOC-Os01g08670	5.98E-57	0.305484206	0.664	0.577	2.34E-52	cortex
LOC-Os01g72910	1.08E-56	0.496438065	0.23	0.125	4.25E-52	cortex
LOC-Os01g48000	1.59E-55	0.275283431	0.365	0.256	6.24E-51	cortex
LOC-Os12g43750	2.03E-55	0.269294347	0.367	0.241	7.95E-51	cortex
LOC-Os01g66180	2.37E-55	0.303151324	0.509	0.423	9.30E-51	cortex
LOC-Os10g35460	2.47E-55	0.250114443	0.277	0.164	9.70E-51	cortex
LOC-Os01g05970	2.67E-55	0.376668196	0.576	0.483	1.05E-50	cortex
LOC-Os09g28180	6.83E-55	0.273454182	0.543	0.455	2.68E-50	cortex
LOC-Os07g47510	1.22E-54	0.33046333	0.875	0.837	4.80E-50	cortex
LOC-Os05g45840	2.25E-54	0.250183786	0.374	0.256	8.81E-50	cortex
LOC-Os03g02775	2.46E-53	0.516207712	0.41	0.297	9.63E-49	cortex
LOC-Os01g10400	5.31E-52	0.739078182	0.108	0.037	2.08E-47	cortex
LOC-Os10g40480	1.68E-51	0.682598035	0.543	0.447	6.58E-47	cortex
LOC-Os04g36040	2.60E-51	0.299502575	0.258	0.154	1.02E-46	cortex
LOC-Os08g40180	8.88E-51	0.265505761	0.474	0.38	3.48E-46	cortex
LOC-Os01g37810	5.78E-50	0.268364457	0.309	0.197	2.27E-45	cortex
LOC-Os07g47620	3.98E-49	0.391517858	0.781	0.697	1.56E-44	cortex
LOC-Os05g51590	1.40E-48	0.264370434	0.896	0.899	5.51E-44	cortex
LOC-Os10g38340	2.74E-47	0.406128534	0.591	0.505	1.08E-42	cortex
LOC-Os09g28580	1.46E-46	0.366577765	0.436	0.34	5.73E-42	cortex
LOC-Os04g44060	1.51E-45	0.341241934	0.647	0.571	5.92E-41	cortex
LOC-Os03g25940	1.59E-45	0.264849902	0.607	0.542	6.23E-41	cortex
LOC-Os09g36850	1.61E-45	0.276218562	0.169	0.085	6.33E-41	cortex
LOC-Os05g16300	4.45E-44	0.332011378	0.147	0.07	1.74E-39	cortex
LOC-Os12g41110	2.09E-42	0.356099502	0.575	0.501	8.20E-38	cortex
LOC-Os05g33700	2.63E-42	0.251152709	0.573	0.468	1.03E-37	cortex
LOC-Os03g60260	3.08E-41	0.251171332	0.591	0.532	1.21E-36	cortex
LOC-Os02g26790	7.79E-41	0.279906503	0.388	0.295	3.06E-36	cortex
LOC-Os01g48320	2.39E-39	0.302577505	0.594	0.534	9.38E-35	cortex
LOC-Os01g32670	3.44E-39	0.366469025	0.942	0.939	1.35E-34	cortex
LOC-Os02g02160	5.22E-39	0.259132626	0.128	0.059	2.05E-34	cortex
LOC-Os12g07580	1.08E-38	0.309814739	0.169	0.091	4.24E-34	cortex
LOC-Os05g45450	1.20E-37	0.284764876	0.181	0.1	4.69E-33	cortex
LOC-Os01g47560	1.31E-37	0.268368676	0.607	0.542	5.14E-33	cortex
LOC-Os09g28354	1.46E-37	0.257192531	0.294	0.206	5.72E-33	cortex
LOC-Os07g40000	1.25E-35	0.286141086	0.446	0.349	4.92E-31	cortex
LOC-Os02g26404	2.44E-32	0.2943985	0.654	0.607	9.56E-28	cortex
LOC-Os12g02570	1.37E-31	0.335236613	0.562	0.499	5.39E-27	cortex
LOC-Os07g41600	3.41E-31	0.316792712	0.513	0.473	1.34E-26	cortex
LOC-Os03g26910	8.41E-29	0.273699863	0.606	0.559	3.30E-24	cortex
LOC-Os08g33710	5.31E-24	0.442108895	0.299	0.231	2.08E-19	cortex
LOC-Os01g57470	4.85E-21	0.267756145	0.684	0.657	1.90E-16	cortex
LOC-Os04g54220	5.90E-21	0.304588273	0.351	0.286	2.31E-16	cortex
LOC-Os04g02560	1.49E-20	0.304373514	0.527	0.48	5.84E-16	cortex
LOC-Os10g08780	1.79E-20	0.370683159	0.253	0.195	7.02E-16	cortex
LOC-Os05g41460	1.66E-15	0.326648377	0.355	0.309	6.52E-11	cortex
LOC-Os01g24710	2.20E-14	0.279422755	0.3	0.248	8.64E-10	cortex
LOC-Os01g64470	8.82E-14	0.321377879	0.283	0.237	3.46E-09	cortex
LOC-Os01g07970	4.73E-13	0.329891662	0.847	0.855	1.86E-08	cortex
LOC-Os11g47809	5.16E-07	0.278136244	0.692	0.699	0.020216668	cortex
LOC-Os03g02070	7.89E-07	0.267673347	0.558	0.593	0.030936023	cortex
LOC-Os04g28180	0	2.369454938	0.975	0.162	0	endodermis
LOC-Os02g30050	0	2.467858975	0.972	0.177	0	endodermis
LOC-Os01g67134	0	2.372063328	0.968	0.153	0	endodermis
LOC-Os03g37970	0	2.317171712	0.965	0.191	0	endodermis
LOC-Os03g04590	0	2.319541191	0.961	0.153	0	endodermis
LOC-Os02g27760	0	2.44943969	0.958	0.164	0	endodermis
LOC-Os10g32820	0	2.288957767	0.958	0.154	0	endodermis
LOC-Os08g44480	0	2.336146709	0.954	0.165	0	endodermis
LOC-Os03g04750	0	2.527716279	0.951	0.14	0	endodermis
LOC-Os03g18570	0	2.168276977	0.951	0.177	0	endodermis
LOC-Os03g05980	0	2.410828533	0.947	0.151	0	endodermis
LOC-Os02g33140	0	2.139684914	0.947	0.142	0	endodermis
LOC-Os05g06770	0	2.283745252	0.944	0.167	0	endodermis
LOC-Os02g02130	0	2.237339621	0.937	0.142	0	endodermis
LOC-Os05g48320	0	2.146596927	0.933	0.078	0	endodermis
LOC-Os04g32710	0	2.145520751	0.933	0.141	0	endodermis
LOC-Os01g09510	0	2.622225313	0.93	0.12	0	endodermis
LOC-Os03g40180	0	2.267166772	0.926	0.112	0	endodermis
LOC-Os11g03400	0	2.196533468	0.926	0.142	0	endodermis
LOC-Os01g59990	0	1.978748744	0.926	0.125	0	endodermis
LOC-Os05g27940	0	1.917192918	0.926	0.093	0	endodermis
LOC-Os08g03640	0	2.306953614	0.923	0.16	0	endodermis
LOC-Os09g08430	0	2.22645272	0.923	0.122	0	endodermis
LOC-Os02g56990	0	1.880494132	0.923	0.149	0	endodermis
LOC-Os08g23710	0	2.224023882	0.916	0.105	0	endodermis
LOC-Os01g19840	0	1.84399249	0.916	0.152	0	endodermis
LOC-Os05g46430	0	2.305530757	0.912	0.064	0	endodermis
LOC-Os01g60790	0	2.071683203	0.912	0.12	0	endodermis
LOC-Os12g03090	0	2.226645056	0.909	0.155	0	endodermis
LOC-Os04g42270	0	2.208908298	0.909	0.135	0	endodermis
LOC-Os05g06310	0	2.164907152	0.909	0.118	0	endodermis
LOC-Os02g01560	0	2.050385019	0.909	0.095	0	endodermis
LOC-Os01g24690	0	2.111966026	0.905	0.107	0	endodermis
LOC-Os02g18380	0	2.062624042	0.905	0.115	0	endodermis
LOC-Os03g59310	0	1.934077686	0.905	0.12	0	endodermis
LOC-Os02g56960	0	2.296203143	0.902	0.093	0	endodermis
LOC-Os07g42950	0	2.147052743	0.902	0.1	0	endodermis
LOC-Os02g40880	0	2.091835849	0.902	0.105	0	endodermis
LOC-Os04g52361	0	2.003727549	0.902	0.086	0	endodermis
LOC-Os02g27769	0	2.213165388	0.898	0.078	0	endodermis
LOC-Os03g60400	0	2.06330481	0.898	0.104	0	endodermis
LOC-Os07g42300	0	1.943095894	0.898	0.155	0	endodermis
LOC-Os02g07890	0	1.916886596	0.898	0.122	0	endodermis
LOC-Os07g08660	0	1.908564516	0.898	0.133	0	endodermis
LOC-Os07g47710	0	1.937247669	0.891	0.118	0	endodermis
LOC-Os10g41470	0	2.180383861	0.884	0.089	0	endodermis
LOC-Os02g57540	0	2.0526281	0.884	0.076	0	endodermis
LOC-Os08g13690	0	1.992547918	0.884	0.108	0	endodermis
LOC-Os03g38000	0	1.9450999	0.884	0.147	0	endodermis
LOC-Os02g21660	0	1.8257896	0.881	0.067	0	endodermis
LOC-Os04g50990	0	2.065288923	0.877	0.101	0	endodermis
LOC-Os04g33749	0	1.971744083	0.877	0.072	0	endodermis
LOC-Os05g11710	0	1.941013539	0.877	0.064	0	endodermis
LOC-Os09g24690	0	1.737798699	0.877	0.134	0	endodermis
LOC-Os04g35090	0	1.630341178	0.877	0.099	0	endodermis
LOC-Os06g02510	0	1.710308436	0.874	0.05	0	endodermis
LOC-Os08g02400	0	1.797927589	0.87	0.098	0	endodermis
LOC-Os02g47140	0	1.697973948	0.867	0.092	0	endodermis
LOC-Os05g19370	0	1.40542387	0.867	0.108	0	endodermis
LOC-Os09g32976	0	2.038092539	0.863	0.078	0	endodermis
LOC-Os01g61814	0	1.895779326	0.86	0.081	0	endodermis
LOC-Os02g13530	0	1.791219415	0.86	0.085	0	endodermis
LOC-Os02g37862	0	1.867711109	0.856	0.094	0	endodermis
LOC-Os07g10720	0	1.942304948	0.853	0.065	0	endodermis
LOC-Os01g01060	0	1.858817441	0.846	0.081	0	endodermis
LOC-Os11g38959	0	1.782537737	0.846	0.12	0	endodermis
LOC-Os09g39500	0	1.829182	0.842	0.077	0	endodermis
LOC-Os03g63400	0	1.819504404	0.839	0.11	0	endodermis
LOC-Os09g32520	0	1.851516943	0.835	0.053	0	endodermis
LOC-Os01g47660	0	1.730367605	0.835	0.072	0	endodermis
LOC-Os03g27260	0	1.756183262	0.832	0.078	0	endodermis
LOC-Os05g49030	0	1.850834362	0.828	0.09	0	endodermis
LOC-Os01g54870	0	1.728289311	0.828	0.055	0	endodermis
LOC-Os02g39180	0	1.344554135	0.828	0.065	0	endodermis
LOC-Os08g39500	0	1.501312218	0.825	0.09	0	endodermis
LOC-Os01g10820	0	1.370394708	0.825	0.072	0	endodermis
LOC-Os03g18580	0	1.639756613	0.821	0.065	0	endodermis
LOC-Os01g25610	0	1.748979437	0.818	0.044	0	endodermis
LOC-Os03g28410	0	1.365812326	0.814	0.065	0	endodermis
LOC-Os03g38260	0	1.66201765	0.811	0.078	0	endodermis
LOC-Os03g16874	0	1.174676213	0.807	0.098	0	endodermis
LOC-Os04g39700	0	1.827678088	0.804	0.045	0	endodermis
LOC-Os01g64090	0	1.496974798	0.8	0.063	0	endodermis
LOC-Os12g40115	0	1.328362817	0.8	0.087	0	endodermis
LOC-Os01g04730	0	1.284780962	0.796	0.067	0	endodermis
LOC-Os11g06750	0	1.682456639	0.789	0.054	0	endodermis
LOC-Os01g13080	0	1.397833965	0.789	0.099	0	endodermis
LOC-Os08g44450	0	1.222171853	0.786	0.042	0	endodermis
LOC-Os02g18550	0	1.422909956	0.775	0.049	0	endodermis
LOC-Os04g51630	0	1.659235145	0.772	0.061	0	endodermis
LOC-Os12g38310	0	1.233326434	0.772	0.052	0	endodermis
LOC-Os03g22180	0	1.338711342	0.761	0.031	0	endodermis
LOC-Os03g54890	0	1.255879044	0.761	0.088	0	endodermis
LOC-Os03g07104	0	1.161987924	0.761	0.047	0	endodermis
LOC-Os05g48220	0	1.305909968	0.758	0.03	0	endodermis
LOC-Os02g32760	0	1.529579378	0.747	0.077	0	endodermis
LOC-Os01g73160	0	1.432095282	0.747	0.022	0	endodermis
LOC-Os05g31000	0	1.269002293	0.747	0.073	0	endodermis
LOC-Os09g32532	0	1.211475969	0.747	0.02	0	endodermis
LOC-Os03g08440	0	1.372253939	0.744	0.036	0	endodermis
LOC-Os11g43620	0	1.079472406	0.73	0.013	0	endodermis
LOC-Os12g21798	0	1.502637535	0.726	0.029	0	endodermis
LOC-Os01g52490	0	1.398107295	0.726	0.019	0	endodermis
LOC-Os03g46490	0	0.876572635	0.726	0.072	0	endodermis
LOC-Os05g51830	0	1.264630805	0.723	0.028	0	endodermis
LOC-Os07g01870	0	1.207218782	0.723	0.073	0	endodermis
LOC-Os03g58204	0	1.141594123	0.723	0.021	0	endodermis
LOC-Os02g28810	0	1.380893442	0.712	0.036	0	endodermis
LOC-Os01g62350	0	1.281298276	0.712	0.026	0	endodermis
LOC-Os08g27090	0	0.927883045	0.709	0.039	0	endodermis
LOC-Os07g26744	0	1.156211386	0.705	0.024	0	endodermis
LOC-Os03g29740	0	1.136476228	0.705	0.021	0	endodermis
LOC-Os06g37440	0	1.276786019	0.702	0.045	0	endodermis
LOC-Os03g10340	0	1.113528205	0.702	0.028	0	endodermis
LOC-Os06g35730	0	1.186822494	0.698	0.037	0	endodermis
LOC-Os06g07580	0	0.849655915	0.698	0.051	0	endodermis
LOC-Os01g49290	0	1.277140656	0.691	0.031	0	endodermis
LOC-Os06g04290	0	0.894071486	0.684	0.062	0	endodermis
LOC-Os02g44100	0	0.818120316	0.684	0.062	0	endodermis
LOC-Os12g07010	0	1.066742992	0.681	0.03	0	endodermis
LOC-Os03g29260	0	0.99928013	0.677	0.037	0	endodermis
LOC-Os07g07709	0	0.997286805	0.677	0.068	0	endodermis
LOC-Os03g08050	0	0.929142319	0.677	0.059	0	endodermis
LOC-Os08g03519	0	1.059804745	0.674	0.053	0	endodermis
LOC-Os02g10810	0	0.963145029	0.674	0.039	0	endodermis
LOC-Os03g61019	0	0.865473988	0.674	0.069	0	endodermis
LOC-Os03g10930	0	0.775625448	0.674	0.031	0	endodermis
LOC-Os11g37080	0	1.265674623	0.67	0.023	0	endodermis
LOC-Os01g37090	0	0.771335686	0.667	0.016	0	endodermis
LOC-Os07g42450	0	1.132614278	0.656	0.024	0	endodermis
LOC-Os03g01900	0	1.040727123	0.656	0.015	0	endodermis
LOC-Os05g15370	0	0.737488626	0.656	0.042	0	endodermis
LOC-Os02g15610	0	0.918391721	0.649	0.035	0	endodermis
LOC-Os03g02420	0	0.747762437	0.642	0.06	0	endodermis
LOC-Os11g05370	0	0.858042332	0.639	0.032	0	endodermis
LOC-Os03g52490	0	0.665458929	0.635	0.057	0	endodermis
LOC-Os08g42380	0	0.841878921	0.621	0.052	0	endodermis
LOC-Os05g30530	0	0.913057322	0.618	0.022	0	endodermis
LOC-Os02g06370	0	0.558735997	0.614	0.045	0	endodermis
LOC-Os05g47890	0	1.012588573	0.611	0.008	0	endodermis
LOC-Os09g32500	0	0.900077931	0.611	0.012	0	endodermis
LOC-Os02g36710	0	0.86156623	0.611	0.021	0	endodermis
LOC-Os06g47320	0	0.706224116	0.611	0.022	0	endodermis
LOC-Os12g32380	0	0.701750761	0.604	0.029	0	endodermis
LOC-Os05g28280	0	0.777873106	0.596	0.037	0	endodermis
LOC-Os11g38964	0	0.73369052	0.596	0.029	0	endodermis
LOC-Os02g18090	0	0.722489564	0.596	0.016	0	endodermis
LOC-Os04g56760	0	0.666464438	0.596	0.023	0	endodermis
LOC-Os05g01450	0	0.58622674	0.596	0.043	0	endodermis
LOC-Os02g29774	0	0.944297328	0.593	0.031	0	endodermis
LOC-Os03g22730	0	0.919171005	0.593	0.016	0	endodermis
LOC-Os06g02600	0	0.767009451	0.593	0.018	0	endodermis
LOC-Os02g34830	0	0.525438949	0.593	0.046	0	endodermis
LOC-Os04g48710	0	0.547566688	0.582	0.04	0	endodermis
LOC-Os08g39330	0	2.068411741	0.579	0.04	0	endodermis
LOC-Os06g16290	0	0.874958368	0.579	0.008	0	endodermis
LOC-Os05g45270	0	0.77615232	0.579	0.024	0	endodermis
LOC-Os02g09930	0	0.87259286	0.575	0.04	0	endodermis
LOC-Os04g01290	0	0.609293319	0.572	0.038	0	endodermis
LOC-Os01g15610	0	1.922992062	0.568	0.037	0	endodermis
LOC-Os01g62210	0	0.633932459	0.568	0.01	0	endodermis
LOC-Os07g36490	0	0.608594118	0.568	0.012	0	endodermis
LOC-Os04g31950	0	0.602883306	0.568	0.037	0	endodermis
LOC-Os03g22740	0	0.784839661	0.565	0.01	0	endodermis
LOC-Os04g42380	0	0.683005264	0.561	0.022	0	endodermis
LOC-Os08g32690	0	0.655300721	0.561	0.016	0	endodermis
LOC-Os12g41930	0	0.795415776	0.558	0.042	0	endodermis
LOC-Os12g14080	0	0.544715032	0.558	0.036	0	endodermis
LOC-Os01g67141	0	0.583888546	0.554	0.013	0	endodermis
LOC-Os03g42440	0	0.57477257	0.554	0.02	0	endodermis
LOC-Os03g38980	0	0.545383435	0.551	0.036	0	endodermis
LOC-Os08g08570	0	0.635065502	0.547	0.016	0	endodermis
LOC-Os09g32274	0	0.524240645	0.547	0.026	0	endodermis
LOC-Os08g09350	0	0.765880225	0.544	0.009	0	endodermis
LOC-Os08g40230	0	0.546380035	0.544	0.026	0	endodermis
